,Stock,Name,전화번호/0A1090,중분류/0A1132,PER(FY End)/0D2103,Dividend Yield(FY End)/0D2153,PBR(FY End)/0D2123,기말주가/0D1133,유동자산(계)/012000,유동부채(계)/016000,부채비율/093060,유동비율/193020,자기자본순이익율/092070,매출액/121000,재고자산회전율1/194080,매출채권회전율/194120,EBITDA/0D2010,주당순이익/0D2001,주당순이익/0D2001.1,PCR(FY End)/0D2133,매출액증가율/091060,영업이익(손실)/125000,Final Grade,Environment,Social,Governance
1275,13810.0,스페코,02-3498-3200,C29000/기타 기계 및 장비 제조업,52.61146496815,0.0,2.26209646499,8260.0,26031839000.0,21866324000.0,62.7,119.05,9.14,14575062000.0,2.51,5.44,1819158000.0,177,157,91.18004194723,-19.69,1538252000.0,1275,1275,1275,1275
1276,88790.0,진도,02-850-8200,G46000/도매 및 상품중개업,185.71428571428,0.0,0.66304710949,5200.0,73332252000.0,28377823000.0,30.06,258.41,0.72,20610252000.0,0.73,5.55,555829000.0,-141,28,7.54202503372,0.78,121742000.0,C,C,B,B
1277,11930.0,신성이엔지,031-788-9500,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,0.0,3.25926093292,2885.0,132328027000.0,175117980000.0,113.16,75.57,-13.2,123235647000.0,9.43,3.75,-6624148000.0,-121,-59,,-31.73,-10282863000.0,B,D,B,B+
1278,12170.0,아센디오,1544-0332,J59000/영상·오디오 기록물 제작 및 배급업,,0.0,9.35058916986,2825.0,10187717000.0,3609058000.0,23.94,282.28,-15.81,13227869000.0,60.12,7.19,-192759000.0,-449,-28,,753.65,-627573000.0,1278,1278,1278,1278
1279,16800.0,퍼시스,02-443-9999,C32000/가구 제조업,12.73479783508,0.0,0.9634108598,40000.0,271409483000.0,54216593000.0,12.44,500.6,12.22,166189295000.0,12.96,31.61,22324764000.0,3660,3141,11.8124420452,19.14,18431082000.0,D,D,C,D
1280,42700.0,한미반도체,032-571-9100,C29000/기타 기계 및 장비 제조업,38.50967007963,0.0,6.02986967643,33850.0,202972368000.0,80490093000.0,29.89,252.17,32.6,179251619000.0,5.97,3.63,57178783000.0,949,879,,78.15,54200204000.0,B,D,B,B+
1281,50860.0,아세아텍,053-580-7777,C29000/기타 기계 및 장비 제조업,,,,,,,,,,,,,,60,,,,,1281,1281,1281,1281
1282,11230.0,삼화전자공업,031-374-5501,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",164.61538461538,0.0,3.83701645075,4280.0,16205650000.0,23707888000.0,295.95,68.36,4.72,18276079000.0,8.7,3.95,692450000.0,-130,26,227.53854332801,20.12,50256000.0,C,D,B,B
1283,660.0,에스케이하이닉스,031-630-4114,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",30.09915014164,0.0,1.89859422127,127500.0,15364979000000.0,7718509000000.0,35.23,199.07,11.42,18138254000000.0,7.29,7.23,7767990000000.0,6166,4236,12.92771733013,19.48,3870443000000.0,1283,1283,1283,1283
1284,33170.0,시그네틱스,031-940-7400,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",20.38461538461,0.0,1.39804800844,1855.0,98240265000.0,49063209000.0,47.47,200.23,14.09,121853732000.0,11.61,9.47,13440178000.0,-436,91,38.9133627019,38.28,9621790000.0,B,D,B,B+
1285,177350.0,베셀,031-683-3953,C29000/기타 기계 및 장비 제조업,,0.0,2.79422386478,5300.0,12669353000.0,27823550000.0,133.43,45.53,-25.19,7746916000.0,5.68,1.59,-3454168000.0,299,-253,,-69.27,-3756201000.0,1285,1285,1285,1285
1286,7630.0,폴루스바이오팜,032-728-1928,G46000/도매 및 상품중개업,,,,,,,,,,,,,,-108,,,,,1286,1286,1286,1286
1287,24880.0,케이피에프,031-8038-9700,C25000/금속가공제품 제조업;기계 및 가구 제외,80.47619047619,0.0,0.52020541444,5070.0,177432159000.0,166067537000.0,119.36,106.84,1.17,138597101000.0,4.55,5.74,4132769000.0,-684,63,9.1088753144,9.74,289714000.0,1287,1287,1287,1287
1288,33540.0,파라텍,02-795-2300,C29000/기타 기계 및 장비 제조업,,0.0,2.47170054513,3260.0,64880769000.0,35794620000.0,100.77,181.26,-24.42,46878607000.0,8.01,2.85,-7547826000.0,540,-176,,-30.84,-9226745000.0,1288,1288,1288,1288
1289,9450.0,경동나비엔,031-8060-5500,C28000/전기장비 제조업,20.88173964849,0.0,3.03731697023,70100.0,325742400000.0,243381127000.0,87.11,133.84,29.99,408101899000.0,8.0,4.68,40781673000.0,1479,3357,,19.75,27151932000.0,C,D,C,B
1290,850.0,화천기공,062-951-5111,C29000/기타 기계 및 장비 제조업,20.21439509954,0.0,0.31135010289,39600.0,128240727000.0,40381678000.0,28.15,317.57,3.09,85973064000.0,5.79,4.67,3939033000.0,1514,1959,29.55422379115,22.74,2699789000.0,B,B,B,B+
1291,93380.0,풍강,031-359-3600,C25000/금속가공제품 제조업;기계 및 가구 제외,19.79695431472,0.0,0.62173687776,3900.0,35254231000.0,17193506000.0,40.55,205.04,6.12,39477426000.0,6.15,6.87,4188448000.0,17,197,21.02085916024,10.86,2385204000.0,1291,1291,1291,1291
1292,36010.0,아비코전자,031-730-5114,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",19.21985815602,0.0,1.11224205013,8130.0,76329781000.0,16417002000.0,18.88,464.94,11.81,39434846000.0,8.35,10.1,4897196000.0,262,423,8.8656735949,-2.6,4152228000.0,1292,1292,1292,1292
1293,10280.0,쌍용정보통신,02-2262-8114,"J62000/컴퓨터 프로그래밍, 시스템 통합 및 관리업",,0.0,2.59499145551,1230.0,58767276000.0,68344715000.0,411.18,85.99,-31.4,63652776000.0,9965.99,6.37,-3381440000.0,-395,-97,,80.12,-4244105000.0,1293,1293,1293,1293
1294,14970.0,삼륭물산,02-499-0091,"C17000/펄프, 종이 및 종이제품 제조업",573.33333333333,0.0,2.09797033567,8600.0,21917698000.0,19297870000.0,44.49,113.58,0.72,16640284000.0,4.99,6.59,969889000.0,189,15,59.49086884338,-14.82,451044000.0,1294,1294,1294,1294
1295,34220.0,엘지디스플레이,02-3777-1010,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",50.0,0.0,0.93542940791,24500.0,6980939000000.0,10856796000000.0,157.51,64.3,3.39,13243203000000.0,16.39,6.23,1693646000000.0,-1434,490,9.8733391633,41.3,461647000000.0,1295,1295,1295,1295
1296,33290.0,코웰패션,031-217-2500,G47000/소매업; 자동차 제외,15.70719602977,0.0,1.37317344069,6330.0,192553198000.0,59898884000.0,24.16,321.46,19.72,136744225000.0,5.8,4.98,38268201000.0,723,403,22.18639374715,51.94,36618743000.0,,,,B
1297,14470.0,부방,02-2008-7272,M71000/전문서비스업,1887.5,0.0,1.10830568685,3775.0,1464956000.0,62387863000.0,37.56,2.35,0.12,1916826000.0,,18.78,,-34,2,195.90036325895,-36.6,726843000.0,1297,1297,1297,1297
1298,15260.0,에이엔피,032-676-9700-7,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,0.0,0.98426952927,1655.0,26375140000.0,25761435000.0,131.03,102.38,-15.55,35475964000.0,5.64,6.83,-2923876000.0,-1985,-138,,-9.82,-5002160000.0,C,D,C,B+
1299,294630.0,서남,031-655-4336,C28000/전기장비 제조업,,0.0,8.02265219443,4080.0,6575928000.0,1600992000.0,34.15,410.74,-33.67,448381000.0,0.36,61.86,-1744342000.0,-228,-94,,-51.59,-2061663000.0,1299,1299,1299,1299
1300,8110.0,대동전자,02-855-5121-2,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,279,,,,,B,D,B,B+
1301,37400.0,우리조명,031-599-3240,G46000/도매 및 상품중개업,222.94117647058,0.0,0.88112486399,3790.0,10693384000.0,7981502000.0,27.16,133.98,0.71,13527041000.0,4.87,9.0,1483883000.0,1001,17,75.18349533822,10.19,1119202000.0,1301,1301,1301,1301
1302,199820.0,제일전기공업,051-205-9111,C28000/전기장비 제조업,37.03703703703,0.0,2.28753718547,22000.0,73657847000.0,31279609000.0,29.34,235.48,12.39,71221426000.0,6.45,5.26,8182311000.0,1473,594,31.33010538308,-8.52,6725183000.0,1302,1302,1302,1302
1303,17040.0,광명전기,031-494-0720,C28000/전기장비 제조업,58.98305084745,0.0,1.54751264024,3480.0,93152313000.0,39997185000.0,45.51,232.9,5.12,45579690000.0,6.73,7.64,471951000.0,113,59,112.5121241513,-20.3,-281210000.0,C,D,C,B
1304,9140.0,경인전자,02-2113-2000,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",34.15417558886,0.0,0.97392714597,31900.0,28888166000.0,1643226000.0,5.58,1758.02,4.76,6878391000.0,69.95,3.06,736595000.0,-397,934,,30.91,645616000.0,,,,A
1305,90080.0,평화산업,053-610-7000,C30000/자동차 및 트레일러 제조업,19.40217391304,0.0,3.15990723857,1785.0,115262449000.0,125972865000.0,552.76,91.5,34.42,209326390000.0,13.79,6.74,11966517000.0,-111,92,70.35869136775,43.33,7766670000.0,B,D,B,B+
1306,24900.0,덕양산업,052-219-1114,C30000/자동차 및 트레일러 제조업,54.43037974683,0.0,3.40066115179,4300.0,269819130000.0,312698602000.0,775.07,86.29,11.21,624823357000.0,210.99,6.43,11767222000.0,-178,79,9.66335565643,16.88,6306222000.0,B,D,B,B+
1307,13870.0,지엠비코리아,055-263-2131-5,C30000/자동차 및 트레일러 제조업,37.70833333333,0.0,0.65763836974,7240.0,187987976000.0,159185426000.0,99.25,118.09,3.51,235175212000.0,7.27,4.67,12028924000.0,-673,192,38.95614743072,29.72,2240939000.0,C,C,C,B
1308,9900.0,명신산업,054-740-2665,C30000/자동차 및 트레일러 제조업,184.41558441558,0.0,10.0643195067,28400.0,111067511000.0,87696491000.0,100.89,126.65,11.24,80911825000.0,10.26,6.08,10506761000.0,-3995,154,103.17143168525,21.69,5119110000.0,1308,1308,1308,1308
1309,9680.0,모토닉,02-730-8711,C30000/자동차 및 트레일러 제조업,35.50724637681,0.0,0.98342783606,12250.0,352768818000.0,25269057000.0,7.25,1396.05,3.65,99653005000.0,16.92,13.33,11322477000.0,685,345,31.94763196327,16.79,7480734000.0,C,D,C,B+
1310,10580.0,지코,041-529-7714,C30000/자동차 및 트레일러 제조업,,0.0,4.9764189299,306.0,13480587000.0,52134421000.0,1333.58,25.86,-150.52,37124551000.0,24.02,10.09,-2543979000.0,-156,-81,10.74438202247,2.58,-4421109000.0,B+,B+,B,B+
1311,10690.0,화신,054-330-5400,C30000/자동차 및 트레일러 제조업,27.76243093922,0.0,1.11497438332,10050.0,343768621000.0,290391197000.0,114.96,118.38,7.49,385668354000.0,18.86,2.88,10408348000.0,-675,362,,26.24,-3413935000.0,B+,B+,A,B+
1312,5710.0,대원산업,031-495-2301,C30000/자동차 및 트레일러 제조업,13.08892355694,0.0,0.52619926708,8390.0,308504276000.0,104751880000.0,43.52,294.51,8.18,353234596000.0,53.23,6.72,19030364000.0,1019,641,7.58514071837,65.88,11823837000.0,1312,1312,1312,1312
1313,6730.0,서부티엔디,02-2689-0035,I55000/숙박업,,0.0,0.838604562,8750.0,101161440000.0,270036477000.0,183.17,37.46,-8.16,39231164000.0,155.24,16.88,2785204000.0,-300,-453,,0.58,-5485907000.0,1313,1313,1313,1313
1314,26890.0,디피씨,031-599-0100,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",120.24793388429,0.0,6.60810958107,14550.0,37546368000.0,11274600000.0,14.27,333.02,9.59,25934259000.0,30.76,4.33,2180860000.0,-33,121,,52.93,1975910000.0,C,D,C,B+
1315,49830.0,승일,041-411-1811,C25000/금속가공제품 제조업;기계 및 가구 제외,37.78409090909,0.0,0.85062620158,19950.0,74369711000.0,32349433000.0,28.27,229.89,4.38,75759958000.0,7.74,5.65,7440144000.0,136,528,,6.33,3306036000.0,1315,1315,1315,1315
1316,11320.0,유니크,055-340-2000,C30000/자동차 및 트레일러 제조업,29.31407942238,0.0,1.48968958684,8120.0,95762465000.0,101832774000.0,104.78,94.04,10.27,125078509000.0,13.13,6.6,2232034000.0,-149,277,60.30449313033,38.22,2232034000.0,1316,1316,1316,1316
1317,160980.0,싸이맥스,031-371-8600,C29000/기타 기계 및 장비 제조업,11.36606189967,0.0,1.65644028649,21300.0,126192723000.0,60986918000.0,45.49,206.92,28.45,134988521000.0,8.6,14.51,22763641000.0,2209,1874,12.14554121786,47.27,21487885000.0,1317,1317,1317,1317
1318,48770.0,티피씨메카트로닉스,032-580-0055,C29000/기타 기계 및 장비 제조업,36.1693548387,0.0,1.83451339378,4485.0,54029365000.0,50428169000.0,166.4,107.14,10.26,35199198000.0,4.22,4.35,1482539000.0,284,124,27.40604949587,-7.29,857278000.0,1318,1318,1318,1318
1319,12860.0,모베이스전자,031-5174-3000,C30000/자동차 및 트레일러 제조업,,0.0,1.19217163596,2595.0,233489964000.0,312350619000.0,282.27,74.75,-6.36,309539936000.0,11.65,3.4,15220368000.0,-196,-79,1526.4705882352,12.97,1757442000.0,1319,1319,1319,1319
1320,272110.0,케이엔제이,041-534-8840,C29000/기타 기계 및 장비 제조업,104.11764705882,0.0,4.36945332461,17700.0,31000951000.0,27416266000.0,170.56,113.08,8.52,21106947000.0,3.92,5.2,1422139000.0,-825,170,28.62688015526,6.79,356929000.0,1320,1320,1320,1320
1321,17510.0,세명전기공업,051-316-6886-9,C25000/금속가공제품 제조업;기계 및 가구 제외,47.01754385964,0.0,1.12641011415,5360.0,31125614000.0,2395718000.0,12.47,1299.22,4.79,8515264000.0,3.66,6.63,1613934000.0,141,114,144.24111948331,23.08,1422158000.0,1321,1321,1321,1321
1322,18500.0,동원금속,053-859-2311,C30000/자동차 및 트레일러 제조업,,,,,,,,,,,,,,133,,,,,B+,C,A,B+
1323,24940.0,피엔풍년,031-491-2965-6,C25000/금속가공제품 제조업;기계 및 가구 제외,69.15584415584,0.0,2.43560511637,10650.0,34206579000.0,8320435000.0,20.43,411.12,6.68,27938215000.0,5.15,9.98,2374416000.0,267,154,,-4.94,1570976000.0,1323,1323,1323,1323
1324,98660.0,에스티오,02-2093-2500,"C14000/의복, 의복액세서리 및 모피제품 제조업",,0.0,1.5451869806,3570.0,37441892000.0,23590979000.0,121.27,158.71,-1.43,31801485000.0,2.14,22.42,937688000.0,-220,-17,7.11977982529,-12.82,12898000.0,1324,1324,1324,1324
1325,25540.0,한국단자공업,032-814-9981,C28000/전기장비 제조업,32.17585218222,0.0,1.45905684254,101000.0,427708784000.0,183332628000.0,31.62,233.3,9.12,445018459000.0,9.99,4.07,53830974000.0,4511,3139,27.02442365734,34.9,33850819000.0,C,C,C,B
1326,15540.0,쎌마테라퓨틱스,02-3404-3222,N75000/사업지원 서비스업,,0.0,,6410.0,24361292000.0,28322643000.0,,86.01,,4309654000.0,32.27,8.9,-2916579000.0,-1830,-529,,18.99,-3083439000.0,1326,1326,1326,1326
1327,19180.0,티에이치엔,053-583-3001-4,C30000/자동차 및 트레일러 제조업,5.79646017699,0.0,0.66749324863,3930.0,129492492000.0,116662366000.0,179.54,111.0,24.46,189311729000.0,9.54,6.82,9516090000.0,-695,678,,48.99,7894766000.0,B,D,B+,B
1328,15590.0,큐로,052-278-9000,C29000/기타 기계 및 장비 제조업,51.75,0.0,1.32110794366,621.0,98011567000.0,59018047000.0,57.94,166.07,5.15,45611126000.0,188.58,1.4,1624483000.0,7,12,89.48126801152,-34.59,462041000.0,,,,A
1329,15750.0,성우하이텍,070-7477-5450,C30000/자동차 및 트레일러 제조업,23.68932038834,0.0,0.57095656284,7320.0,721657718000.0,642692747000.0,83.18,112.29,4.84,585718007000.0,11.2,3.19,35261950000.0,-175,309,20.23161327768,6.73,7904376000.0,1329,1329,1329,1329
1330,24120.0,KB오토시스,041-537-5345,C30000/자동차 및 트레일러 제조업,35.2,0.0,0.96651678334,8800.0,58217177000.0,38029312000.0,39.71,153.09,5.41,54235466000.0,5.73,4.27,4358581000.0,188,250,36.18421052631,15.57,1749947000.0,1330,1330,1330,1330
1331,352820.0,하이브,02-3444-0105,J59000/영상·오디오 기록물 제작 및 배급업,473.30097087378,0.0,6.35788709479,292500.0,864417081000.0,306820633000.0,50.48,281.73,2.91,218755585000.0,28.14,3.99,48099959000.0,1934,618,,18.37,28895920000.0,1331,1331,1331,1331
1332,16920.0,카스,031-820-1100,G46000/도매 및 상품중개업,,0.0,4.43641460544,6900.0,57118586000.0,90453643000.0,265.58,63.15,-34.82,66900384000.0,10.21,3.92,2187597000.0,-136,-368,,17.44,1109591000.0,1332,1332,1332,1332
1333,19540.0,일지테크,053-856-8080,C30000/자동차 및 트레일러 제조업,34.93150684931,0.0,0.461236675,5100.0,73946114000.0,81812967000.0,60.24,90.38,2.59,95796007000.0,14.09,10.42,8109520000.0,626,146,12.63189181156,79.06,125003000.0,1333,1333,1333,1333
1334,37070.0,파세코,031-492-8341,C28000/전기장비 제조업,42.95302013422,0.0,3.08835096535,19200.0,95752295000.0,65758354000.0,80.04,145.61,14.27,89411303000.0,4.33,10.13,9288952000.0,1014,447,,-10.71,7014729000.0,1334,1334,1334,1334
1335,33160.0,엠케이전자,031-330-1900,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",49.24242424242,0.0,3.2517754694,16250.0,154125127000.0,172730633000.0,189.87,89.23,12.6,270525833000.0,9.83,7.0,9695190000.0,399,330,,20.17,7550692000.0,1335,1335,1335,1335
1336,17550.0,수산중공업,031-352-7733,C29000/기타 기계 및 장비 제조업,,0.0,2.3133634575,4280.0,62416169000.0,73968361000.0,74.46,84.38,-0.18,30595091000.0,3.0,3.31,1910283000.0,17,-2,,2.17,791556000.0,B,B,B,B
1337,41650.0,상신브레이크,053-616-9555,C30000/자동차 및 트레일러 제조업,11.84914841849,0.0,0.53440257742,4870.0,151739362000.0,136236722000.0,85.76,111.38,8.18,151998455000.0,5.43,4.04,12596364000.0,138,411,7.71387388528,13.66,8326075000.0,C,C,C,B
1338,32790.0,엠젠플러스,02-3412-8777,G46000/도매 및 상품중개업,,0.0,3.26339392968,4075.0,21271598000.0,3959703000.0,18.74,537.2,-10.76,7030449000.0,41.23,2.73,-389066000.0,-278,-68,,6.58,-599158000.0,1338,1338,1338,1338
1339,18880.0,한온시스템,042-930-6114,C29000/기타 기계 및 장비 제조업,130.31496062992,0.0,9.79417438956,16550.0,1184805051000.0,1378961048000.0,262.82,85.92,10.61,1451923836000.0,22.69,6.3,121632409000.0,-43,127,107.69130661114,19.73,47537619000.0,B,B,B,B+
1340,17370.0,우신시스템,02-2677-6934,C29000/기타 기계 및 장비 제조업,,0.0,1.09596723551,5550.0,103651462000.0,83407156000.0,108.07,124.27,-7.88,63697398000.0,113.19,2.44,-5697432000.0,-25,-233,,34.54,-6990354000.0,C,C,C,B+
1341,192400.0,쿠쿠홀딩스,055-380-0700,M71000/전문서비스업,26.8970041548,0.0,1.55958746245,24600.0,39842248000.0,3200876000.0,8.66,1244.73,10.17,30318396000.0,,6.76,,2895,914.6,26.6498534258,32.22,26104666000.0,,,,A
1342,9440.0,케이씨그린홀딩스,02-320-6351,M71000/전문서비스업,9.44732297063,0.0,0.91381870972,5470.0,28103463000.0,6203539000.0,22.02,453.02,19.82,9044589000.0,,3.87,,-153,579,56.8134607395,-13.9,6646414000.0,1342,1342,1342,1342
1343,17250.0,인터엠,031-860-7101,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,0.0,0.7775443249,1595.0,38592982000.0,34728594000.0,93.64,111.13,-8.98,25396005000.0,5.05,3.22,-2529198000.0,-966,-100,20.96477392218,-23.55,-2911556000.0,1343,1343,1343,1343
1344,7610.0,선도전기,031-491-2284-6,C28000/전기장비 제조업,,0.0,1.03312751057,4290.0,58467216000.0,37492824000.0,100.16,155.94,-3.93,41720857000.0,6.49,1.95,-1037690000.0,-39,-87,34.63028737487,-12.12,-2356915000.0,A,B+,A,A
1345,105840.0,우진,031-379-3114,"C27000/의료, 정밀, 광학기기 및 시계 제조업",,0.0,1.39998433583,8580.0,40307538000.0,13741122000.0,37.29,293.34,-17.8,23525480000.0,2.57,5.01,2818525000.0,1557,-596,40.28358138879,78.26,2248025000.0,B,C,B,B+
1346,90350.0,노루페인트,031-467-6114,C20000/화학물질 및 화학제품 제조업;의약품 제외,34.48275862068,0.0,0.91217572153,13000.0,288183174000.0,232532131000.0,107.7,123.93,5.0,320478058000.0,9.44,4.41,15143689000.0,552,377,20.33633163863,17.96,9170432000.0,C,D,C,B+
1347,43370.0,피에이치에이,053-350-6114,C30000/자동차 및 트레일러 제조업,11.20689655172,0.0,0.61278127777,12350.0,308167523000.0,177497685000.0,44.75,173.62,10.84,291318289000.0,9.43,4.92,14047963000.0,627,1102,9.1043796858,14.74,1377467000.0,1347,1347,1347,1347
1348,13720.0,씨비아이,032-816-3550-6,C30000/자동차 및 트레일러 제조업,,0.0,48.8805809806,4550.0,33130092000.0,45942685000.0,275.27,72.11,-19.81,11990399000.0,4.68,4.96,-54109000.0,-375,-9.6,,61.91,-1351230000.0,1348,1348,1348,1348
1349,90430.0,아모레퍼시픽,02-709-5114,C20000/화학물질 및 화학제품 제조업;의약품 제외,95.13023782559,0.0,3.97823966052,252000.0,1561266669000.0,330612260000.0,10.22,472.23,8.1,1736337746000.0,12.75,10.07,224495052000.0,1524,2649,61.26035895653,10.65,224495052000.0,B,D,B,B
1350,23800.0,인지컨트롤스,031-496-1700,C30000/자동차 및 트레일러 제조업,82.2072072072,0.0,1.55839986064,18250.0,107689440000.0,153387512000.0,104.74,70.21,3.61,170801277000.0,14.78,5.74,10137339000.0,-195,222,91.26825365073,17.76,3200753000.0,C,D,C,B
1351,14200.0,광림,043-260-9111,C30000/자동차 및 트레일러 제조업,,0.0,1.69515182076,3765.0,60971306000.0,125411558000.0,110.36,48.62,-45.26,45482724000.0,4.3,10.96,2796875000.0,-190,-570,,13.17,2183946000.0,1351,1351,1351,1351
1352,92200.0,디아이씨,052-255-0500,C30000/자동차 및 트레일러 제조업,11.16814159292,0.0,8.3242088044,6310.0,124292286000.0,313490677000.0,1280.62,39.65,235.57,215655833000.0,9.14,9.98,28063442000.0,-2807,565,6.10854033959,40.17,17299358000.0,B,C,B,B+
1353,7530.0,영신금속공업,031-680-8600,C25000/금속가공제품 제조업;기계 및 가구 제외,97.14285714285,0.0,1.80617605966,3400.0,48868006000.0,72152699000.0,236.78,67.73,3.63,60178278000.0,8.73,7.08,2630742000.0,-187,35,,26.24,699692000.0,1353,1353,1353,1353
1354,49630.0,재영솔루텍,032-850-0700,"C27000/의료, 정밀, 광학기기 및 시계 제조업",36.60714285714,0.0,1.37617142396,1025.0,51715677000.0,71085836000.0,188.42,72.75,8.23,49952178000.0,9.76,6.85,601792000.0,-65,28,,23.85,-456348000.0,1354,1354,1354,1354
1355,24740.0,한일단조공업,043-536-5181,C25000/금속가공제품 제조업;기계 및 가구 제외,,0.0,0.98250955955,3330.0,75989501000.0,101307230000.0,115.67,75.01,-2.71,69195268000.0,4.65,4.01,1431090000.0,-126,-47,,27.21,-1583190000.0,1355,1355,1355,1355
1356,100660.0,서암기계공업,062-960-5000,C29000/기타 기계 및 장비 제조업,67.22772277227,0.0,1.37827721437,6790.0,53570197000.0,10050335000.0,16.14,533.02,4.12,21694108000.0,3.49,6.9,2164552000.0,41,101,54.01320499562,22.3,1121190000.0,1356,1356,1356,1356
1357,145020.0,휴젤,033-815-5200,C21000/의료용 물질 및 의약품 제조업,121.68613509395,0.0,4.46961139937,239600.0,525329950000.0,78857076000.0,25.41,666.18,7.23,108266367000.0,11.43,4.76,45351976000.0,2128,1969,96.26588025424,37.43,40365341000.0,A,A,A+,B+
1358,10120.0,엘에스일렉트릭,1544-2080,C28000/전기장비 제조업,47.5744680851,0.0,1.31644763552,55900.0,1431180287000.0,625054208000.0,84.52,228.97,5.06,881060825000.0,22.03,3.07,90796839000.0,3622,1175,9.17559194058,-9.98,47694578000.0,,,,B
1359,14820.0,동원시스템즈,02-589-4700,C22000/고무제품 및 플라스틱제품 제조업,52.39766081871,0.0,2.88227452635,44800.0,202923144000.0,336468417000.0,113.54,60.31,10.67,325561862000.0,9.5,6.23,43234551000.0,1584,855,114.33238056349,16.27,25706787000.0,B+,B,A,B
1360,85310.0,엔케이,051-204-2211,C25000/금속가공제품 제조업;기계 및 가구 제외,,0.0,1.31700554528,1425.0,69796387000.0,30063082000.0,41.73,232.17,-9.6,32407179000.0,35.83,4.39,-858356000.0,-12,-54,15.79647489191,-21.1,-858356000.0,C,C,C,B
1361,67290.0,제이더블유신약,02-840-6111,C21000/의료용 물질 및 의약품 제조업,,0.0,3.46496609186,5140.0,30266388000.0,32953662000.0,48.05,91.85,-37.58,42238122000.0,7.48,8.06,2616767000.0,-192,-339,,-2.13,1208304000.0,1361,1361,1361,1361
1362,36560.0,영풍정밀,02-519-3493,C29000/기타 기계 및 장비 제조업,22.54901960784,0.0,0.61470897004,11500.0,67707711000.0,11910694000.0,16.09,568.46,5.55,32470400000.0,3.32,4.63,5468264000.0,847,510,13.95800461221,-27.66,3885301000.0,B,D,B,B+
1363,92780.0,동양피스톤,031-489-9000,C30000/자동차 및 트레일러 제조업,17.75216138328,0.0,0.83110042553,6160.0,119920102000.0,143733353000.0,180.34,83.43,8.79,149950857000.0,7.48,5.38,8558421000.0,103,347,24.71414242728,21.25,4749510000.0,C,D,C,B+
1364,23790.0,동일철강,051-316-5341,C24000/1차 금속 제조업,1.71013154858,0.0,0.61884857418,7410.0,30413151000.0,43768380000.0,67.34,69.49,86.58,19081629000.0,4.2,3.64,3050232000.0,-1377,4333,15.53166069295,69.73,2939769000.0,1364,1364,1364,1364
1365,27040.0,서울전자통신,032-723-4111,G46000/도매 및 상품중개업,166.66666666666,0.0,0.69205110105,1000.0,20870481000.0,32441605000.0,46.62,64.33,0.82,15706259000.0,11.32,2.94,1124820000.0,-47,6,,-15.3,832300000.0,1365,1365,1365,1365
1366,53060.0,세동,051-791-0601,C30000/자동차 및 트레일러 제조업,,0.0,42.77251184834,1805.0,23569807000.0,48755704000.0,10972.78,48.34,,60009273000.0,21.18,9.6,3294994000.0,-138,-29,,19.9,669261000.0,1366,1366,1366,1366
1367,11560.0,세보엠이씨,02-2046-7922,F42000/전문직별 공사업,29.28571428571,0.0,0.55185565892,7790.0,192403633000.0,95689868000.0,65.23,201.07,3.49,164197090000.0,57.06,1.55,2553461000.0,815,266,2.58908926541,-41.37,1134797000.0,1367,1367,1367,1367
1368,42600.0,새로닉스,054-463-7945,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,0.0,2.45418056966,10150.0,18104213000.0,27312160000.0,74.46,66.29,-2.5,30247671000.0,11.73,5.8,-988449000.0,-244,-53,,10.04,-1295416000.0,1368,1368,1368,1368
1369,91340.0,에스엔케이폴리텍,031-432-8061-2,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",33.67816091954,0.0,1.21356961354,5860.0,34650684000.0,12629524000.0,59.95,274.36,6.84,12663161000.0,7.95,2.07,1501658000.0,-160,174,,41.68,986830000.0,1369,1369,1369,1369
1370,114190.0,강원에너지,070-7467-9000,C25000/금속가공제품 제조업;기계 및 가구 제외,15.06024096385,0.0,2.26045914446,2500.0,21648549000.0,11316963000.0,64.1,191.29,32.2,24347633000.0,123.99,2.84,684363000.0,-777,166,,32.79,258655000.0,1370,1370,1370,1370
1371,42110.0,에스씨디,031-333-3371-3,C28000/전기장비 제조업,23.25,0.0,1.11682198097,2325.0,104263916000.0,40199663000.0,48.46,259.37,9.75,100077693000.0,13.36,5.78,7374140000.0,67,100,26.78880055305,29.11,6307804000.0,1371,1371,1371,1371
